"","LIBNAME","STABR","C_LEGBAS","POPU_LSA","CENTLIB","BRANLIB","BKMOB","MASTER","LIBRARIA","TOTINCM","CAP_REV","PRMATEXP","ELMATEXP","OTHMATEX","CAPITAL","BKVOL","EBOOK","VIDEO_PH","AUDIO_PH","VIDEO_DL","AUDIO_DL","VISITS","REGBOR","ELMATCIR","PHYSCIR","KIDCIRCL","PITUSR","LOANTO","LOANFM"
"8156","UTOPIA MEMORIAL LIBRARY","TX","NP",2746,1,0,0,0,2.43,27692,0,3105,0,0,0,16811,0,1599,459,0,0,2301,1081,0,2674,267,1255,85,35
"8157","SABINAL PUBLIC LIBRARY","TX","CI",1855,1,0,0,0,0.5,35675,0,4676,0,0,0,12193,5530,330,211,0,0,5408,1733,2280,2391,700,146,0,0
"8158","MCALLEN PUBLIC LIBRARY","TX","CI",221126,1,2,0,12.48,15.48,4610003,140449,129240,40676,37768,140449,292350,13385,17827,7989,0,4331,377180,120665,57024,788533,351008,35316,1231,902
"8159","ALLAN SHIVERS LIBRARY & MUSEUM","TX","MJ",20077,1,0,0,0.75,1.15,191210,0,15198,3560,2113,0,22650,17267,2505,566,102,2117,27214,2311,2644,9566,4149,2147,0,45
"8160","JACKSONVILLE PUBLIC LIBRARY","TX","CI",14074,1,0,0,0,1,402763,0,29052,4000,14050,0,48963,35562,3325,2719,0,7448,44069,1676,7042,57476,26145,3288,203,464
"8161","MOUNT CALM PUBLIC LIBRARY","TX","CI",282,1,0,0,0,0.56,22257,0,1286,0,507,2242,11601,0,1565,0,0,0,1493,0,0,3284,564,278,9,1
"8162","RANKIN PUBLIC LIBRARY","TX","CO",1778,1,1,0,0,1.3,108171,0,12996,0,0,0,19966,0,179,574,0,0,18412,1252,0,10919,3552,4423,14,9
"8163","JOHN ED KEETER PUBLIC LIBRARY","TX","CI",24011,1,0,0,1,4,771180,0,40893,14262,12266,0,50697,18133,5711,2298,0,10685,51574,7142,8558,65090,34064,4186,4517,1911
"8164","WIMBERLEY VILLAGE LIBRARY","TX","LD",21893,1,0,0,1.8,1.8,1185138,0,47663,16457,5855,1896255,33110,45301,3140,776,230,11492,73789,8243,16701,141050,45421,5148,179,309
"8165","PRESIDIO PUBLIC LIBRARY","TX","CI",4013,1,0,0,0,1,68857,0,4897,0,1285,0,18578,0,1981,60,0,0,2451,4409,0,1169,144,2451,0,9
"8166","FRANKSTON DEPOT LIBRARY","TX","NP",2455,1,0,0,0,0.63,44852,0,24500,0,500,0,12851,0,1714,445,0,0,3013,2443,0,3089,1091,692,0,0
"8167","JONESTOWN COMMUNITY LIBRARY","TX","CI",2456,1,0,0,0,1,120117,0,4520,1500,3699,0,9382,17913,1727,381,94,4566,5667,609,702,3920,1372,449,0,0
"8168","JOE A HALL HIGH SCHOOL AND COMMUNITY LIBRARY","TX","MJ",11980,1,0,0,0,1,137310,0,9825,2000,188,0,16136,35562,1002,0,0,7448,3004,2427,1177,2699,2430,300,0,0
"8169","SHINER PUBLIC LIBRARY","TX","CI",2154,1,0,0,0,3.23,162709,0,6106,0,541,0,18273,0,1279,663,0,0,9028,4221,0,16201,8185,3586,1,1
"8170","LUMBERTON PUBLIC LIBRARY","TX","CI",21910,1,0,0,0,1,322399,0,19026,5074,3540,9465,19770,20924,3624,823,149,2589,34115,10831,7256,54717,32703,1637,0,0
"8171","MINEOLA MEMORIAL LIBRARY","TX","NP",10268,1,0,1,1,1,231747,0,30680,104,2405,0,24445,14292,1872,1854,0,3106,11844,3669,35,27349,10148,2337,64,7
"8172","CLINT ISD PUBLIC LIBRARY","TX","MJ",43539,1,0,0,1.06,1.96,146015,0,62887,1978,0,72930,19107,201,378,160,0,15,6173,2253,170,4743,2122,9038,1794,0
"8173","VALLEY MILLS PUBLIC LIBRARY","TX","NP",1243,1,0,0,0,0.63,30965,2000,633,1500,0,3313,11535,26982,282,53,210,8402,2332,88,241,12500,5036,750,0,2
"8174","BETTY FOSTER PUBLIC LIBRARY","TX","CI",2429,1,0,0,0,0.63,56358,0,4310,586,0,0,9286,14292,0,346,0,3106,1664,2284,19,1596,718,494,5,13
"8175","THE LIBRARY AT CEDAR CREEK LAKE","TX","NP",4047,1,0,0,0,1,171180,0,8509,1500,4835,0,30102,35817,2093,2009,245,7198,52526,5235,4182,12636,2481,3263,4,12
"8176","CAMP WOOD PUBLIC LIBRARY","TX","NP",1304,1,0,0,0,0.5,35866,0,4708,1500,151,0,6249,32135,1702,173,0,8727,5343,983,530,3098,1152,554,0,0
"8177","MCMULLEN MEMORIAL LIBRARY","TX","NP",8409,1,0,0,1,1,208300,0,36000,0,300,0,37350,0,550,0,0,0,12825,8230,0,96500,34500,4950,0,0
"8178","DILLEY PUBLIC LIBRARY","TX","CI",3310,1,0,0,0,1,150184,0,4880,1854,0,0,13212,25712,160,120,0,3206,1514,1937,85,3385,1530,722,0,0
"8179","SAN JUAN MEMORIAL LIBRARY","TX","CI",54662,1,0,0,1.25,1.25,302453,0,8257,0,572,0,38804,161729,3834,147,2669,75464,20727,23901,415,8626,6027,5410,144,67
"8180","SHACKELFORD COUNTY LIBRARY","TX","CO",3212,1,0,0,0.5,0.89,21195,0,1009,1500,350,0,11363,42432,1120,661,0,1881,2419,1106,768,1425,749,308,0,0
"8181","LAGO VISTA PUBLIC LIBRARY","TX","CI",9348,1,0,0,2,2,230392,0,16096,4121,842,0,12899,17193,1888,882,94,4566,17750,2202,2229,24344,10944,2178,31,39
"8182","REEVES COUNTY LIBRARY","TX","CO",14487,1,0,0,1,1.05,347272,0,28955,6000,0,11721,20574,14292,1382,566,0,3106,22728,3572,0,11322,5134,2000,17,89
"8183","JOSHUA SCHOOL & PUBLIC LIBRARY","TX","MJ",30538,1,0,0,1,3.1,209011,0,4346,3000,0,0,34829,20898,931,327,0,7487,32229,4819,3287,14165,6393,26564,16,84
"8184","CRANDALL-COMBINE COMMUNITY LIBRARY","TX","MJ",21832,1,0,0,0,1,165133,0,22748,4550,0,0,25174,37169,149,349,219,7711,41540,4728,1489,12130,7256,145,1,3
"8185","DEPOT PUBLIC LIBRARY","TX","NP",1495,1,0,0,0.5,0.5,22605,0,161,0,0,0,9475,0,324,0,0,0,4014,601,0,2782,162,852,2,4
"8186","MOODY COMMUNITY LIBRARY","TX","NP",2223,1,0,0,0,0.5,48691,0,792,0,0,0,12934,0,1162,119,0,0,2503,1260,0,3513,780,300,0,85
"8187","HIDALGO PUBLIC LIBRARY","TX","CI",21878,1,0,0,0,1,297411,0,3100,305,0,22622,26968,9900,361,158,0,3585,27267,13091,2752,17455,10275,8328,46,10
"8188","JENNIE TRENT DEW LIBRARY","TX","CC",4480,1,0,0,0,0,99409,0,4314,3237,765,0,11778,41310,1642,65,0,11539,8799,3148,2559,15712,6045,1974,120,136
"8189","BULLARD COMMUNITY LIBRARY","TX","NP",3706,1,0,0,0,0.6,57102,0,3256,0,0,0,20054,29171,1536,670,206,4705,9212,1676,2107,16531,8836,647,0,0
"8190","BENBROOK PUBLIC LIBRARY","TX","LD",24605,1,0,0,3.75,4.75,1770417,120388,58948,73934,21913,120388,45568,809705,7484,1133,56445,192925,85177,12179,36590,153145,112682,6887,417,1390
"8191","LA JOYA MUNICIPAL LIBRARY","TX","CI",7048,1,0,0,0,1,140627,0,1000,0,0,0,36736,9607,921,730,0,3646,5418,76,380,3599,1240,1591,30,15
"8192","NAPLES PUBLIC LIBRARY","TX","CI",1391,1,0,0,0,0.38,17511,0,216,0,1028,0,12731,0,1597,0,0,0,608,1628,0,2340,951,66,0,0
"8193","D BROWN MEMORIAL LIBRARY","TX","CI",1345,1,0,0,0,1,48777,0,914,789,455,28914,8035,18861,989,238,120,5850,1112,438,19001,7645,2755,436,0,0
"8194","WELLS BRANCH COMMUNITY LIBRARY","TX","LD",13891,1,0,0,5.5,7.08,2266067,0,56768,52244,9671,0,45612,32228,7143,2147,942,14484,59299,5300,25424,145619,103942,4295,120,19
"8195","LAKEHILLS AREA LIBRARY","TX","NP",7139,1,0,0,0,2.25,163991,0,7966,3000,0,0,15371,32305,1555,550,0,8654,31200,6446,3203,17168,9342,2193,9,4
"8196","NOONDAY COMMUNITY LIBRARY","TX","NP",616,1,0,0,0,0.5,12510,0,700,0,300,0,12998,0,447,283,0,0,2663,829,0,4130,1128,585,0,0
"8197","LITTLE ELM PUBLIC LIBRARY","TX","CI",71372,1,0,0,3,3,650919,0,15416,71954,2228,0,37636,129453,7045,1068,0,116254,99597,19683,30635,147633,106225,6748,201,1297
"8198","NELLIE PEDERSON CIVIC LIBRARY","TX","CI",3488,1,0,0,0,0.75,167896,7475,12148,1040,1299,7475,9822,1493,1107,608,0,642,9263,718,3732,11004,2930,1084,21,37
"8199","LONE OAK AREA PUBLIC LIBRARY","TX","NP",1722,1,0,0,0,1,32104,0,7214,2100,3428,0,16706,21766,2577,228,230,160,2372,2718,7695,17085,8362,277,0,0
"8200","LOIS NELSON PUBLIC LIBRARY","TX","CI",23293,1,0,0,0,1.8,265406,0,13719,771,3845,0,9667,66707,2230,139,0,10338,4717,7889,6309,13577,10101,4671,29,0
"8201","MERIDIAN PUBLIC LIBRARY","TX","NP",1407,1,0,0,0,0.63,53950,0,13373,3000,51,4898,10459,27863,1144,771,0,8948,3653,434,1242,4987,2299,292,30,11
"8202","CLAUD H GILMER MEMORIAL LIBRARY","TX","NP",1438,1,0,0,0.05,2.36,144291,0,11324,6807,0,0,16084,17874,265,0,308,5583,25500,1646,3896,27995,26257,3815,16,0
"8203","MEDINA COMMUNITY LIBRARY","TX","NP",7139,1,0,0,0,1,201904,0,7268,3691,1199,0,10023,18064,1233,452,0,5556,33349,3271,2418,10198,5070,682,25,128
"8204","MERKEL PUBLIC LIBRARY","TX","CI",2471,1,0,0,0,0.8,33633,0,6987,0,159,1961,9326,0,1916,200,0,0,1648,966,0,4593,3628,1709,117,0
"8205","SOUTHLAKE PUBLIC LIBRARY","TX","CI",31105,1,0,0,4,4,944815,22840,101038,38350,4731,22840,35967,2419,3866,712,0,573,94573,15769,75159,324907,226433,2085,13,365
"8206","NUECES COUNTY PUBLIC LIBRARIES","TX","CO",32183,1,2,0,3,5,1091003,0,102210,73771,3689,0,38477,808696,6258,398,25203,189676,41619,13513,6533,63841,35591,3531,0,1
"8207","PROSPER COMMUNITY LIBRARY","TX","MJ",33356,1,0,0,2,2.01,658082,0,42271,9550,1227,0,29405,31740,1069,326,0,7737,48514,9985,12088,106520,97126,5544,17,6
"8208","ROUND TOP FAMILY LIBRARY","TX","NP",93,1,0,0,1,1.6,366090,0,6778,440,1500,9598,9901,27863,2281,283,0,8948,10603,2616,493,4708,1299,104,0,1
"8209","UNIVERSITY PARK PUBLIC LIBRARY","TX","CI",24849,1,0,0,3,3,923055,0,44085,42503,2157,0,53187,35701,2754,497,0,7232,38157,3933,21990,150809,125699,770,63,82
"8210","GONZALES PUBLIC LIBRARY","TX","CI",7098,1,0,0,0,1,408554,0,28782,1500,9449,0,31861,14871,6047,1237,0,3755,43434,16272,3649,25563,11471,3500,12,30
"8211","BREMOND PUBLIC LIBRARY","TX","NP",2056,1,0,0,0,0.3,20027,20,250,0,0,3100,10028,0,4,169,0,0,2743,1783,0,624,624,660,0,0
"8212","GRAPELAND PUBLIC LIBRARY","TX","NP",1493,1,0,0,0,0.5,37953,0,10503,0,5890,2414,7348,0,1045,33,0,0,2787,1543,0,4037,1789,1658,0,0
"8213","LIBERTY HILL PUBLIC LIBRARY","TX","LD",27775,1,0,0,2,3,1243365,0,39761,11912,4754,0,26837,26787,2852,734,0,8384,64182,9892,13541,98852,69761,982,27,11
"8214","NANCY NAIL MEMORIAL LIBRARY","TX","NP",2817,1,0,0,0,0.5,58350,0,1575,1200,200,0,20260,0,765,80,0,0,1693,320,0,1555,260,346,0,0
"8215","WHITE OAK SCHOOL COMMUNITY LIBRARY","TX","MJ",8117,1,0,0,1,1,116300,0,17110,1463,1554,0,10791,31765,300,233,355,7743,2345,3069,236,4785,1390,212,0,0
"8216","WASKOM PUBLIC LIBRARY","TX","NP",5278,1,0,0,0,0.5,27006,0,3520,0,0,0,11501,14292,459,700,0,3106,2862,3034,2,2984,682,578,11,1
"8217","OLTON AREA LIBRARY","TX","CO",3393,1,0,0,0,0.94,137013,0,6699,1500,2590,0,7444,17505,1290,270,0,3120,9500,1594,1153,4098,2756,2500,40,23
"8218","COLLEYVILLE PUBLIC LIBRARY","TX","CI",25986,1,0,0,5,5,1294996,0,56829,80969,10473,0,54783,278882,9756,4546,0,288897,79725,9710,60982,186094,128336,952,76,1060
"8219","GARWOOD MEMORIAL LIBRARY","TX","CI",6394,1,0,0,0.19,0.19,7600,0,1000,910,0,0,9535,0,0,51,0,0,275,842,0,1220,354,150,0,0
"8220","CF GOODWIN PUBLIC LIBRARY","TX","CI",15978,1,0,0,1,1,159621,0,12309,2900,3600,0,16667,49993,2261,192,0,10338,19254,3954,3643,40271,26146,3132,7,209
"8221","ONALASKA PUBLIC LIBRARY","TX","CI",3143,1,0,0,0,1,62721,0,339,0,0,0,8580,14311,731,304,0,3106,4694,1840,106,3578,1030,1040,2,49
"8222","TRI-COMMUNITY LIBRARY","TX","NP",1339,1,0,0,0,1,49060,0,459,1500,0,0,9238,29450,0,70,0,10062,5500,1125,32,3923,1175,100,2,0
"8223","BEE CAVE PUBLIC LIBRARY","TX","CI",9028,1,0,0,4.48,4.95,891147,0,37457,67804,11419,0,25228,28747,2720,1546,150,9167,58219,5658,27054,72155,58522,931,2,34
"8224","RED OAK PUBLIC LIBRARY","TX","CI",15364,1,0,0,1,1,251083,0,17536,7082,4881,0,10276,29750,1513,180,0,5221,8170,2914,4717,14936,8070,276,0,105
"8225","TARKINGTON COMMUNITY LIBRARY","TX","NP",10442,1,0,0,0,0.5,35258,0,3664,0,0,0,13826,0,661,14,0,0,1894,780,0,3196,2448,136,0,0
"8226","HASLET PUBLIC LIBRARY","TX","CI",2371,1,0,0,3,3,350726,0,13469,5281,0,0,22471,19665,3005,1234,0,12422,39306,12917,12271,80128,65449,3650,39,82
"8227","BRECKENRIDGE LIBRARY","TX","NP",5244,1,0,0,0,1.14,93230,0,4099,1500,1555,0,25881,23084,447,1478,0,4987,5101,3517,1664,3583,1386,859,0,0
"8228","SHERIDAN MEMORIAL LIBRARY","TX","NP",5418,1,0,0,0,0,26268,0,11465,0,864,2257,7816,0,1224,0,0,0,456,499,0,603,189,1730,26,0
"8229","EAST TRAVIS GATEWAY LIBRARY DISTRICT","TX","LD",36254,1,1,0,2.55,4.15,2357690,7000000,34136,16742,3461,142118,12898,42637,805,8,0,12236,9823,6833,3005,6814,5032,1265,30,10
"8230","KERENS LIBRARY","TX","NP",1505,1,0,0,0.08,1.65,62445,0,6864,1644,1267,11964,17696,13729,1500,431,1113,9074,7186,1800,5438,6776,3012,1485,49,39
"8231","LUCILE TEAGUE LIBRARY","TX","NP",930,1,0,0,0,0,5715,0,4242,0,202,7393,7789,0,991,477,0,0,1199,930,0,922,250,918,30,0
"8232","RUBE SESSIONS MEMORIAL LIBRARY","TX","CI",867,1,0,0,0.8,1.6,22858,0,965,0,0,0,12510,0,441,32,0,0,2187,1918,0,2137,639,449,0,0
"8233","HUTTO PUBLIC LIBRARY","TX","CI",30855,1,0,0,2,3.88,242225,0,20245,5482,810,0,29053,41557,2994,749,0,11601,22311,3205,10935,51737,39982,1848,78,206
"8234","ROBERTSON COUNTY LIBRARY","TX","NP",4014,1,0,0,0,1,70529,0,7977,0,0,0,13467,27863,165,126,0,8948,9800,2600,689,8500,4300,2400,0,0
"8235","SAINT JO PUBLIC LIBRARY","TX","NP",2858,1,0,0,0,0.63,30100,0,2400,1500,800,0,11790,10009,578,0,0,0,2404,1106,163,2978,938,2,0,0
"8236","PENITAS PUBLIC LIBRARY","TX","CI",9832,1,0,0,0,2,158229,0,374,0,0,0,10985,9607,468,16,0,3646,18109,121,0,906,612,771,1,53
"8237","CELINA PUBLIC LIBRARY","TX","CI",25456,1,0,0,2,3,332967,0,24768,1500,1719,0,19290,35701,1155,254,0,7232,23864,5749,4156,49407,41695,630,7,23
"8238","HARPER LIBRARY","TX","NP",813,1,0,0,0,0.5,71243,0,4505,2246,1130,0,10944,18013,1672,505,0,5548,5729,659,839,5222,1747,242,37,13
"8239","CHANDLER PUBLIC LIBRARY","TX","CI",10008,1,0,0,1,1,90906,8344,5000,500,4000,8344,19727,46064,1607,529,0,10998,6000,4790,5207,15155,5489,2495,2,0
"8240","GUNTER LIBRARY AND MUSEUM","TX","NP",3404,1,0,0,0.55,0.55,38703,0,4722,1500,3989,3445,5987,29862,127,140,274,6412,4347,2201,909,2478,1914,569,0,0
"8241","SHALLOWATER SCHOOL COUNTY LIBRARY","TX","MJ",6350,1,0,0,0.5,0.8,48938,0,7649,1000,0,0,7808,843,0,51,0,93,2241,1702,55,1257,523,42,9,0
"8242","HUGHES SPRINGS AREA PUBLIC LIBRARY","TX","NP",1543,1,0,0,0,0.88,79647,0,4534,212,91,0,17573,14292,1129,423,0,3106,10893,1541,133,9909,5497,1029,12,0
"8243","CITY OF GARDEN RIDGE LIBRARY","TX","CI",4335,1,0,0,0,1,111528,0,2150,2911,12000,0,14371,46202,1268,732,317,11023,11985,2223,4114,13994,10098,63,38,3
"8244","BEDIAS PUBLIC LIBRARY","TX","CI",1336,1,0,0,0,0,12182,0,6093,0,0,10620,12365,0,2021,588,0,0,312,1080,0,3764,2674,1318,44,0
"8245","TIMPSON PUBLIC LIBRARY","TX","LD",3541,1,0,0,0,0,19876,0,2119,0,429,0,16409,14292,1444,0,0,3106,800,2864,44,389,71,600,0,0
"8246","BIBLIOTECH","TX","CO",140520,1,3,0,4,4,3829542,0,0,577269,642849,0,0,744888,0,0,52236,464918,102479,201437,227788,9856,47717,22905,0,0
"8247","MARATHON PUBLIC LIBRARY","TX","NP",1398,1,0,0,0,1,169012,32667,5353,0,299,0,8331,14292,1542,41,0,3106,13623,241,3,1903,939,7129,16,6
"8248","NATALIA VETERANS MEMORIAL LIBRARY","TX","NP",1271,1,0,0,0,1,21681,0,183,0,352,0,10851,14292,412,0,0,3106,3335,754,0,609,516,0,0,0
"8249","MARTINDALE COMMUNITY LIBRARY","TX","NP",1209,1,0,0,0.53,0.53,40448,0,2519,1500,0,0,9312,27079,447,0,0,6845,2268,618,91,1146,366,565,0,3
"8250","LINDEN PUBLIC LIBRARY","TX","CI",1786,1,0,0,0,1,46800,0,1500,500,0,0,12621,0,775,232,0,0,2892,692,0,2625,711,619,0,0
"8251","CITY OF SUNDOWN LIBRARY","TX","CI",1265,1,0,0,0,0.55,34352,0,6441,0,0,0,8321,14292,1,42,0,0,1460,166,0,1139,391,3,0,0
"8252","JARRELL COMMUNITY LIBRARY AND RESOURCE CENTER","TX","NP",2111,1,0,0,0,0.5,59788,0,4211,0,0,0,8410,0,1044,492,0,0,5384,1420,0,12169,5384,468,0,0
"8253","BEAVER PUBLIC LIBRARY","UT","CI",4351,1,0,0,0,1,190082,0,24340,0,12986,0,16438,112338,1169,1389,6621,224788,8480,2285,5940,34689,17789,934,185,659
"8254","MILFORD PUBLIC LIBRARY","UT","CI",1825,1,0,0,0,0.78,71867,0,11650,3837,531,0,10976,112338,804,139,6621,224788,5058,1035,1809,4624,1200,1773,0,0
"8255","MINERSVILLE PUBLIC LIBRARY","UT","CI",1073,1,0,0,0,1,52609,0,1670,0,0,0,9239,112338,703,652,6621,224788,6500,482,617,12697,2211,2750,552,147
"8256","BOX ELDER COUNTY BOOKMOBILE LIBRARY","UT","CO",25533,1,0,2,0,1.05,492260,122604,57032,37533,9732,112230,20745,130776,1207,2413,0,247001,84952,2485,16099,0,6742,7088,0,0
"8257","BRIGHAM CITY LIBRARY","UT","CI",19998,1,0,0,2,4.8,800790,32716,60138,32921,16847,29868,51985,116771,4579,1868,6621,226306,58256,10035,56129,136408,82615,6926,35,463
"8258","GARLAND PUBLIC LIBRARY","UT","CI",2615,1,0,0,0,1,101774,0,13475,0,0,0,8863,112338,1400,211,6621,224788,6109,1798,7852,17041,7031,125,211,120
"8259","TREMONTON CITY LIBRARY","UT","CI",10493,1,0,0,0,1,412733,0,19997,2107,4240,0,17358,112338,2027,1189,6621,224788,181350,6950,27001,66641,39663,15658,0,124
"8260","HYRUM LIBRARY","UT","CI",21678,1,0,0,1,2.85,332485,21688,34840,0,9744,21688,40779,112338,5719,2029,6621,224788,19669,3974,53120,267508,214321,5304,0,77
"8261","LEWISTON PUBLIC LIBRARY","UT","CI",1951,1,0,0,0,0.7,57441,0,14118,0,59,0,20026,112338,554,535,6621,224788,7326,986,6416,21030,15097,644,0,186
"8262","LOGAN LIBRARY","UT","CI",54436,1,0,0,9,10,2561261,10165013,33278,46401,16222,1895145,91104,721988,13865,10071,24216,514929,60310,21017,152400,381177,195512,3836,1744,803
"8263","RICHMOND PUBLIC LIBRARY","UT","CI",2967,1,0,0,0,0.75,117114,0,1938,2545,878,0,14650,112338,996,740,6621,224788,12878,837,12132,37865,28065,825,0,321
"8264","SMITHFIELD LIBRARY","UT","CI",14067,1,0,0,0,2,248765,47269,30772,1800,0,47267,32204,112338,1828,1559,6621,224788,29219,2672,41604,76976,41619,936,0,62
"8265","HELPER CITY LIBRARY","UT","CI",3632,1,0,0,0,0.5,56500,0,7596,0,1299,0,24195,112338,4811,526,6621,224788,3126,1418,2023,11772,992,356,0,74
"8266","PRICE CITY LIBRARY","UT","CI",8267,1,0,0,0,2,285175,0,27150,1781,4000,0,38571,112338,3599,2439,6621,224788,27240,3722,13895,21366,11282,2599,31,167
"8267","DAVIS COUNTY LIBRARY","UT","CO",367285,1,6,0,8,10,9784672,131416,451369,332701,104913,131416,508272,138829,36145,51653,3799,247001,690196,165865,702984,2599007,1752343,110783,2482,1032
"8268","DUCHESNE COUNTY LIBRARY SYSTEM","UT","CO",19790,1,1,0,1,9.85,905272,74879,44574,51777,22355,3687301,63395,131481,9913,6319,0,248236,62623,4962,36225,90601,36202,6548,6039,2818
"8269","EMERY COUNTY LIBRARY","UT","CO",9967,0,8,0,1,11.98,1119546,0,55804,1129,1188,60329,96228,131176,4888,3583,0,247001,65191,3659,17825,74747,46700,12426,9,332
"8270","PANGUITCH CITY LIBRARY","UT","CI",1734,1,0,0,0,1,71533,0,9045,3044,4052,0,13068,112338,538,1628,6621,224788,13000,602,5083,9945,2712,511,0,0
"8271","GRAND COUNTY PUBLIC LIBRARY","UT","CO",9663,1,1,0,3,4,1230067,0,45136,7473,17197,0,41925,130776,7700,4373,0,247001,85405,7522,30081,119756,45656,25393,0,669
"8272","IRON COUNTY BOOKMOBILE LIBRARY","UT","CO",19058,1,0,1,0.98,1.04,281405,0,48342,0,0,260921,18130,127318,1231,1185,7447,198032,41983,2138,5149,51492,51727,6928,7794,1459
"8273","CEDAR CITY PUBLIC LIBRARY","UT","CI",37206,1,0,0,1,4,722436,9640,57679,25316,2332,9640,83953,112338,4373,7108,6621,224788,248897,13518,108339,237045,113596,18369,0,178
"8274","PAROWAN PUBLIC LIBRARY","UT","CI",3132,1,0,0,0,1,134399,10104,12904,0,19111,10104,21167,112338,0,593,6621,224788,7378,2263,4117,910,2232,6800,0,21
"8275","JUAB COUNTY BOOKMOBILE LIBRARY","UT","CO",5343,0,0,1,0.13,1.07,150959,0,19086,0,0,8328,60811,125745,5401,4033,5434,198032,26122,1954,619,47248,14474,2801,2047,0
"8276","NEPHI PUBLIC LIBRARY","UT","CI",6600,1,0,0,0,2.35,182393,0,10883,0,2007,0,21965,112338,1174,1382,6621,224788,19089,2486,13381,61502,31729,940,0,253
"8277","KANE COUNTY BOOKMOBILE LIBRARY","UT","CO",2984,0,0,1,0,1.04,91303,0,11592,0,0,5908,19746,128861,1204,1263,5891,198032,37326,649,71,23869,7683,1708,737,0
"8278","KANAB CITY LIBRARY","UT","CI",4998,1,0,0,0,2.6,215420,0,24566,0,2040,0,24556,112338,1980,1622,6621,224788,17400,2404,16692,36606,17192,2318,0,875
"8279","MILLARD COUNTY BOOKMOBILE LIBRARY","UT","CO",6761,0,0,1,0,1,240960,0,24151,0,0,10539,20272,99809,970,1554,6285,198032,38231,2204,3098,60203,18316,3545,0,0
"8280","DELTA CITY LIBRARY","UT","CI",3662,1,0,0,0,1,202049,0,30085,11500,26902,0,35363,112338,1564,2396,6621,224788,14477,3325,14807,47442,35904,1030,0,136
"8281","PRESIDENT MILLARD FILLMORE LIBRARY","UT","CI",2592,1,0,0,0,2,228969,0,23979,0,3126,0,23166,112338,946,1326,6621,224788,20418,2689,6452,40895,23800,1502,0,243
"8282","MORGAN COUNTY LIBRARY","UT","CO",12657,1,0,0,0,2.33,341478,0,17498,3438,539,0,31321,130776,2393,2125,0,247001,42042,2092,18001,84256,60618,930,0,529
"8283","PIUTE COUNTY BOOKMOBILE LIBRARY","UT","CO",1438,0,0,1,0,0.99,40104,0,7875,0,0,3130,21196,128585,2435,2319,5584,198032,22896,286,0,12068,3719,1130,611,0
"8284","SANPETE COUNTY BOOKMOBILE LIBRARY","UT","CO",13836,1,0,1,0,1.04,176795,0,35096,0,0,189428,21211,127318,1741,1252,7447,198032,28939,4698,7919,67596,37554,5030,5659,844
"8285","EPHRAIM PUBLIC LIBRARY","UT","CI",5719,1,0,0,1,2,225552,0,38452,0,6786,0,24864,112338,2060,1733,6621,224788,16963,2078,11687,37828,18735,606,1727,1608
"8286","GUNNISON CIVIC LIBRARY","UT","CI",1678,1,0,0,0,1,77953,5000,13360,528,280,2638,12781,112338,663,2410,6621,224788,6864,1036,5204,13152,8072,746,475,474
"8287","MANTI CITY LIBRARY","UT","CI",3539,1,0,0,1,1,142493,7924,25748,0,2169,7924,23517,112338,2611,1959,6621,224788,17479,3466,11120,17665,10475,2884,1083,1041
"8288","MT. PLEASANT PUBLIC LIBRARY","UT","CI",3754,1,0,0,0,1,155891,0,35135,0,2810,0,33357,112338,1901,1613,6621,224788,19032,2413,15519,43901,24585,2399,1056,2060
"8289","SEVIER COUNTY BOOKMOBILE LIBRARY","UT","CO",6619,0,0,1,0,1.07,108713,0,23643,0,0,10317,20192,125745,2089,2319,5434,198032,21682,718,0,27146,17931,3470,2536,0
"8290","MONROE PUBLIC LIBRARY","UT","CI",2569,1,0,0,0,0.75,71644,0,9885,512,903,0,12228,112338,556,1509,6621,224788,9288,810,5383,10413,4544,1423,0,157
"8291","RICHFIELD PUBLIC LIBRARY","UT","CI",8201,1,0,0,1,1,151386,0,17247,8000,2981,0,30809,112338,1444,1836,6621,224788,16553,9648,18554,29005,16883,925,252,740
"8292","SALINA PUBLIC LIBRARY","UT","CI",4313,1,0,0,0,1,136600,0,15405,0,5786,0,10144,112338,867,1782,6621,224788,3837,1272,5265,3584,3628,275,273,548
"8293","MURRAY PUBLIC LIBRARY","UT","CI",49729,1,0,0,3.5,6.5,2724976,0,119076,126515,69649,62407,47542,14988,6191,5488,682,11698,51229,54252,77659,232296,140014,8277,0,0
"8294","SALT LAKE CITY PUBLIC LIBRARY SYSTEM","UT","CI",200478,1,7,0,38.45,62.45,24838963,1842552,785618,976897,275975,1390267,386464,60103,84675,54727,3333,38573,763055,102297,755189,1774355,779505,106274,3602,3331
"8295","SALT LAKE COUNTY LIBRARY","UT","CO",902874,0,20,0,85.25,90.75,48022674,2089975,3223874,2669747,529329,2089975,1629971,193747,157629,125320,1426,272156,2410527,563769,2502117,9255782,5410329,204593,5848,9034
"8296","SAN JUAN COUNTY LIBRARY","UT","CO",14489,0,5,0,0,3,522902,0,27848,2482,4488,0,54040,130776,6880,2786,0,247001,55241,5716,18300,52827,25700,5773,0,1351
"8297","SUMMIT COUNTY LIBRARY","UT","CO",34636,1,2,1,3,8,1573024,0,81034,38852,15877,0,78682,130776,15455,4166,0,247001,152960,28524,99389,267929,155422,5015,0,780
